sebi_id,name,reg_no,category,contact_person,email,telephone,fax,website,domain,pincode,city,state,address,correspondence_address,validity,sebi_type
200,Chandan Singh Padiyar,INA000008251,,Chandan Singh Padiyar,cspfs@live.com,,,,,411028,Pune,Maharashtra,"D-7/1, Nirmal Township, , Kale Padal Road, Sasane Nagar, Hadapsar, PUNE, MAHARASHTRA, 411028","D-7/1, Nirmal Township, , Kale Padal Road, Sasane Nagar, Hadapsar, PUNE, MAHARASHTRA, 411028","Aug 16, 2017 - Perpetual",investment-advisers
201,Chander P Chellani - Proprietor IDA Wealth,INA000017851,,Chander P Chellani,cchellani@yahoo.co.in,919811210001,,,,160055,Chandigarh,Chandigarh,"PP- 168, EMAAR Mohali Hills, , Sector 108, Mohali, Tricity of Chandigarh, CHANDIGARH, CHANDIGARH, 160055","PP- 168, EMAAR Mohali Hills, , Sector 108, Mohali, Tricity of Chandigarh, CHANDIGARH, CHANDIGARH, 160055","Apr 24, 2023 - Perpetual",investment-advisers
202,Chandrachuda Sarma Yemmanuru Proprietor Finwiser,INA000021331,,Chandrachuda Yemmanuru,chandrachudasarma@gmail.com,00918801294657,00918801294657,,,560073,Bangalore,Karnataka,"H.No. 181, 14th Cross, Bluejay Atmosphere Phase II, , Andhrahalli Main Road, Nagasandra Post,, BANGALORE, KARNATAKA, 560073","H.No. 181, 14th Cross, Bluejay Atmosphere Phase II, , Andhrahalli Main Road, Nagasandra Post, BANGALORE, KARNATAKA, 560073","Nov 04, 2025 - Perpetual",investment-advisers
203,Chase Alpha Partners LLP,INA000016843,,Pinkal Vishvesh,info@chasealpha.in,917036686868,917036686868,,,396191,Vapi,Gujarat,"H. No. 15-41/A/F-4, Mangal Murti, A Wing, Khariwad, Nani Daman, DAMAN, DAMAN AND DIU, 396210","Fortune Square Extn 2, Shop No. 216,217, 218,219 & 220, 2nd Floor, Chala Road, VAPI, GUJARAT, 396191","Apr 26, 2022 - Perpetual",investment-advisers
204,Chase Alpha Partners LLP,INA000016843,,Pinkal Vishvesh,info@chasealpha.in,917036686868,917036686868,,,396191,Vapi,Gujarat,"H. No. 15-41/A/F-4, Mangal Murti, A Wing, Khariwad, Nani Daman, DAMAN, DAMAN AND DIU, 396210","Fortune Square Extn 2, Shop No. 216,217, 218,219 & 220, 2nd Floor, Chala Road, VAPI, GUJARAT, 396191","Apr 26, 2022 - Perpetual",investment-advisers
205,Chavod Dasharathbhai Narsangabhai,INA000019354,,Dasharathbhai Chavod,DASARTHSINGH@GMAIL.COM,919725391258,,,,391101,Vadodara,Gujarat,"5th Floor, Office No 12, Vihav Supremus,, Near Amin Party Plot,, VADODARA, GUJARAT, 391101","5th Floor, Office No 12, Vihav Supremus, Near Amin Party Plot, VADODARA, GUJARAT, 391101","Jul 02, 2024 - Perpetual",investment-advisers
206,CHEKURI SUBBARAJU,INA200006594,,CHEKURI SUBBARAJU,subbarajuprem@gmail.com,,,,,530017,Visakhapatnam,Andhra Pradesh,"72/8,sector 8,, m v p colony, VISAKHAPATNAM, ANDHRA PRADESH, 530017","72/8,sector 8, m v p colony, VISAKHAPATNAM, ANDHRA PRADESH, 530017","Oct 20, 2016 - Perpetual",investment-advisers
207,Chethan Dhruva,INA200014724,,CHETHAN DHRUVA,chethan_dhruva@chethandhruvaadvisory.in,919845345369,919845345369,,,560055,Bangalore,Karnataka,"605B, Renaissance Park 3  Apartments, Subramanyanagar 1st Main Road, BANGALORE, KARNATAKA, 560055","605B, Renaissance Park 3  Apartments, Subramanyanagar 1st Main Road, BANGALORE, KARNATAKA, 560055","Jun 02, 2020 - Perpetual",investment-advisers
208,Chinmay D Naik Proprietor Kautilya Capital Management,INA000021252,,Chinmay  D Naik,chinmay.naik@kcmehta.com,912652440468,912652440468,,,390007,Vadodara,Gujarat,"303, Meghdhanush Complex, Race Course, VADODARA, GUJARAT, 390007","303, Meghdhanush Complex, Race Course, VADODARA, GUJARAT, 390007","Nov 03, 2025 - Perpetual",investment-advisers
209,Chinmay Harshad Kelkar,INA000006837,,Chinmay Kelkar,chinmayk@gmail.com,919619573740,919619573740,,,440010,Nagpur,Maharashtra,"s/o Harshad Kelkar, 552 Punarnava Apartments, Behind Tuli Imperial Hotel, Old Ramdaspeth, NAGPUR, MAHARASHTRA, 440010","s/o Harshad Kelkar, 552 Punarnava Apartments, Behind Tuli Imperial Hotel, Old Ramdaspeth, NAGPUR, MAHARASHTRA, 440010","Jan 03, 2017 - Perpetual",investment-advisers
210,Chintan Shantilal Madhvani Proprietor Be Wealth Wise,INA000018221,,Chintan Madhvani,chintanmadhvani@gmail.com,918401889797,,,,360002,Rajkot,Gujarat,"2, Siddhivainyak Apartment, 6 Milpara Kanta Stree, Vikas Gruh Main Road, RAJKOT, GUJARAT, 360002","2, Siddhivainyak Apartment, 6 Milpara Kanta Stree, Vikas Gruh Main Road, RAJKOT, GUJARAT, 360002","Jul 14, 2023 - Perpetual",investment-advisers
211,CHIRAG V GANDHI,INA000008084,,CHIRAG GANDHI,advisorysamruddhi@gmail.com,,,,,388120,Ahmedabad,Gujarat,"103 DEVSYA FLATS, KARAMSAD ROAD, AHMEDABAD, GUJARAT, 388120","103 DEVSYA FLATS, KARAMSAD ROAD, AHMEDABAD, GUJARAT, 388120","Jul 19, 2017 - Perpetual",investment-advisers
212,CIRCLE WEALTH ADVISORS PRIVATE LIMITED,INA000016782,,MUKUL AGARWAL,MANAGE@CWA.CO.IN,,,,,400051,Mumbai,Maharashtra,"701 702 MADHAVA BUILDING BKC, ADAJCENT TO FAMILY COURT, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","701 702 MADHAVA BUILDING BKC, ADAJCENT TO FAMILY COURT, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Mar 21, 2022 - Perpetual",investment-advisers
213,Citrus Advisors Private Limited,INA000016348,,Jeni Chaudhary,jeni.shukla@citrusadvisors.com,,,,,410210,Navi Mumbai,Maharashtra,"2B, 2, Neptune Apartments CHS,, Juhu Tara Road, Santacruz West, MUMBAI, MAHARASHTRA, 400054","Plot No. 116, Sector 21, Near Iskcon Temple, Opp Bhagwati Gardens, Kharghar, NAVI MUMBAI, MAHARASHTRA, 410210","Oct 28, 2021 - Perpetual",investment-advisers
214,CKREDENCE WEALTH MANAGEMENT PRIVATE LIMITED,INA000020846,,Prakashkumar Mavani,prakash.mavani@ckredencewealth.com,912612614084406,912612614084406,,,395007,Surat,Gujarat,"901,902 & 903, , International Wealth Center, VIP Road, Vesu,, SURAT, GUJARAT, 395007","901,902 & 903, , International Wealth Center, VIP Road, Vesu, SURAT, GUJARAT, 395007","Aug 07, 2025 - Perpetual",investment-advisers
215,CLARITAS INSIGHTS LLP,INA000022376,,Charu Sharma,charu.sharma008@gmail.com,00919819766910,00919819766910,,,400064,Mumbai,Maharashtra,"Flat No. 2404, 24th Floor, A Wing, CTS No. 3 & 4, 590/A/A/1, Oberoi Exquisite, Village Dindoshi, , Oberoi Garden City, Goregaon (E),, MUMBAI, MAHARASHTRA, 400063","2006, One World, S V Road, Near N L School, Malad West, MUMBAI, MAHARASHTRA, 400064","Apr 24, 2026 - Perpetual",investment-advisers
216,Clearsharp Technology Private Limited,INA000020439,,Adithya V V,adithya.v@clearsharp.in,00919538192952,00919538192952,,,560068,Bangalore,Karnataka,"X - 58, IInd FLOOR, LOHA MANDI,NARAINA, West Delhi, NEW DELHI, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110028","23&24 AMR Tech Park 2A Ground Floor, House road, Bommanahalli, Bangalore, BANGALORE, KARNATAKA, 560068","Jul 01, 2025 - Perpetual",investment-advisers
217,Clovek Wealth Management Private Limited,INA100014879,,Sachin KAPOOR,sachin.kapoor@clovekwealth.com,,,,,201305,Noida,Uttar Pradesh,"Unit No B 91 9 Floor Tower B Advant, IT Park Plot No 7 Sector 142 Noida Gautam Buddha Nagar, NOIDA, UTTAR PRADESH, 201305","UNIT No 915, 9th FLOOR, TOWER B, ADVANT IT PARK, PLOT No. 7, SECTOR 142, NOIDA EXPRESSWAY, NOIDA, UTTAR PRADESH, 201305","Jul 27, 2020 - Perpetual",investment-advisers
218,Coinwise Research Private Limited,INA000018382,,Rohit Prakash,info@coinstreet.in,000229310855217,000229310855217,,,122001,Gurugram,Haryana,"Flat No 1603, Almond B, Omaxe Residency 2, Arjunganj,, Lucknow, Uttar Pradesh, LUCKNOW, UTTAR PRADESH, 226002","1003, 10th Floor, Tower B, Emerald Estate Apartments, Sector 65, Haryana, Gurgaon, GURUGRAM, HARYANA, 122001","Aug 23, 2023 - Perpetual",investment-advisers
219,Compound Everyday Capital Management LLP,INA000017198,,Surbhi Sarda,surbhi@cedcapital.in,9107312510070,9107312510070,,,452001,Indore,Madhya Pradesh,"Sakar Bhawan 2nd floor, ATM side,, 21/4 Ratlam Kothi Main Road, Above Federal Bank, INDORE, MADHYA PRADESH, 452001","Sakar Bhawan 2nd floor, ATM side, 21/4 Ratlam Kothi Main Road, Above Federal Bank, INDORE, MADHYA PRADESH, 452001","Sep 23, 2022 - Perpetual",investment-advisers
220,Compounding Wealth Advisors LLP,INA000011219,,Rakesh Pujara,rakeshkpujara@gmail.com,,,,,400064,Mumbai,Maharashtra,"1203, One World, S. V. Road,, Near N. L. High School, Malad West, MUMBAI, MAHARASHTRA, 400064","1203, One World, S. V. Road, Near N. L. High School, Malad West, MUMBAI, MAHARASHTRA, 400064","Jul 18, 2018 - Perpetual",investment-advisers
221,Concept Investwell Private Limited,INA000018337,,Hemantkumar Desai,hemant@conceptinvestwell.com,026102206001,026102206001,,,395007,Surat,Gujarat,"10/A, Union Heights, Maharana Pratap Road,, Rahul Raj Mall Lane, Dumas Road, Surat, Gujarat, SURAT, GUJARAT, 395007","10/A, Union Heights, Maharana Pratap Road, Rahul Raj Mall Lane, Dumas Road, Surat, Gujarat, SURAT, GUJARAT, 395007","Aug 02, 2023 - Perpetual",investment-advisers
222,CORPCARE INVESTMENT ADVISORY PRIVATE LIMITED,INA000018249,,Sourabh Kumar,sourabh.kumar@corpcare.co.in,0919820499819,0919820499819,,,400051,Mumbai,Maharashtra,"Office No. 411, 4th Floor, INS Tower A,, CTS No. 4207, G Block, Bandra-Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Office No. 411, 4th Floor, INS Tower A, CTS No. 4207, G Block, Bandra-Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Jul 21, 2023 - Perpetual",investment-advisers
223,Creaegis Investment Advisers Private Limited,INA200014061,,,,,,,,,,,,,"Oct 30, 2019 - Perpetual",investment-advisers
224,Credcap Consultants LLP,INA000017480,,Pratibha Jain,jainpratibha2021@gmail.com,,,,,560045,Bangalore,Karnataka,"T1, 15B, SNN, Clermont, , Opp. Nagawara Lake, Nagawara,, BANGALORE, KARNATAKA, 560045","T1, 15B, SNN, Clermont, , Opp. Nagawara Lake, Nagawara, BANGALORE, KARNATAKA, 560045","Dec 20, 2022 - Perpetual",investment-advisers
225,Credent Asset Management Services Private Limited,INA000019859,,Harshal Gosarani,harshal@credentglobal.com,00918657032041,00918657032041,,,400051,Mumbai,Maharashtra,"Unit No. 609, 6th Floor, C-Wing, One BKC, G Block, Bandra Kurla, Complex, Bandra East, Mumbai City, Mumbai, MUMBAI, MAHARASHTRA, 400051","Unit No. 609, 6th Floor, C-Wing, One BKC, G Block, Bandra Kurla, Complex, Bandra East, Mumbai City, Mumbai, MUMBAI, MAHARASHTRA, 400051","Jan 30, 2025 - Perpetual",investment-advisers
226,Crest Capital Management Private Limited,INA000020907,,Zuhaib Khan,zuhaib@crest-group.co,00919871396555,00919871396555,,,400076,Mumbai,Maharashtra,"B/601, Lantane Mahindra S, LBS Marg, Bhandup West, Mumbai, MUMBAI, MAHARASHTRA, 400078","B Wing, 6th Floor, Supreme Business Park, Cliff Avenue, Unit No. B, 501/A, Hiranandani Gardens, Powai, MUMBAI, MAHARASHTRA, 400076","Aug 07, 2025 - Perpetual",investment-advisers
227,Crystalline Capserve Private Limited,INA000022224,,Sidharthan Kumar,ia@crystallinecap.in,00919791334007,00919791334007,,,641018,Coimbatore,Tamil Nadu,"No.12, Kasilingam Street,, Ayyappa Nagar, Ayapakkam, Chennai,Tiruvallur, CHENNAI, TAMIL NADU, 600077","7th Floor, 1547, Classic Towers, Trichy Road, COIMBATORE, TAMIL NADU, 641018","Apr 10, 2026 - Perpetual",investment-advisers
228,CUBERA ASSET ADVISORS PRIVATE LIMITED,INA000020624,,Nilesh Borana,nilesh@cuberaadvisors.com,00919833144266,00919833144266,,,400013,Mumbai,Maharashtra,"UNIT 801- 802 8TH FLOOR,Tower, 1,Senapati Bapat Marg,Dadar  West,Prabhadevi,Lower Parel, MUMBAI, MAHARASHTRA, 400013","UNIT 801- 802 8TH FLOOR,Tower, 1,Senapati Bapat Marg,Dadar  West,Prabhadevi,Lower Parel, MUMBAI, MAHARASHTRA, 400013","Jul 14, 2025 - Perpetual",investment-advisers
229,CUSP MONEY ADVISORS PRIVATE LIMITED,INA000020004,,HARDIK THAKKAR,hardik.thakkar@cusp.money,00919724325983,00919724325983,,,380058,Ahmedabad,Gujarat,"402, Gala Hub Anx,  Bopal, Daskro,, AHMEDABAD, GUJARAT, 380058","402, Gala Hub Anx,  Bopal, Daskro, AHMEDABAD, GUJARAT, 380058","Mar 24, 2025 - Perpetual",investment-advisers
230,D C INVESTMENT ADVISORS,INA200008006,,MRUNMAY DAS,das.mrunmay@gmail.com,,,,,560005,Bangalore,Karnataka,"17 HEERACHAND ROAD, 4TH CROSS, CHARLES CAMPBELL ROAD, COX TOWN, BANGALORE, KARNATAKA, 560005","17 HEERACHAND ROAD, 4TH CROSS, CHARLES CAMPBELL ROAD, COX TOWN, BANGALORE, KARNATAKA, 560005","Jul 04, 2017 - Perpetual",investment-advisers
231,Dakshamm Capital Services Private Limited,INA000022011,,Chirag Bhatia,cbhatia297@gmail.com,00919702064667,00919702064667,,,122001,Gurugram,Haryana,"A 342 F F Sushant Lok 2,, GURUGRAM, HARYANA, 122001",,"Mar 11, 2026 - Perpetual",investment-advisers
232,Dalton Investment Advisory Services Private Limited,INA000012874,,Siva Thiravidamony,legal@daltoninvestments.com,9102262606888,9102262606888,,,400076,Mumbai,Maharashtra,"3rd floor, Prudential Building,, Prudential IT Park, Hiranandani Gardens, Powai,, MUMBAI, MAHARASHTRA, 400076","3rd floor, Prudential Building, Prudential IT Park, Hiranandani Gardens, Powai, MUMBAI, MAHARASHTRA, 400076","Mar 28, 2019 - Perpetual",investment-advisers
233,Datla Venkata Satya Teja Krishnam Raju,INA000021003,,Datla Venkata Krishnam Raju,rajudatla17799@gmail.com,00919603540541,00919603540541,,,533401,Kakinada,Andhra Pradesh,"208 Tower-B, Chitturi Metro,, Behind D Mart, Tuni,, KAKINADA, ANDHRA PRADESH, 533401","208 Tower-B, Chitturi Metro, Behind D Mart, Tuni, KAKINADA, ANDHRA PRADESH, 533401","Sep 15, 2025 - Perpetual",investment-advisers
234,DAYCO SECURITIES PVT LTD,INA300016701,,Aditi Nundy,aditi@daycoindia.com,,,,,700016,Kolkata,West Bengal,"113 Park Street, Poddar Point B Block 7th Floor, KOLKATA, WEST BENGAL, 700016","113 Park Street, Poddar Point B Block 7th Floor, KOLKATA, WEST BENGAL, 700016","Feb 18, 2022 - Perpetual",investment-advisers
235,Deep Bhavesh  Dhanecha,INA000020262,,Deep  Dhanecha,deepdhanecha@gmail.com,919373013606,919373013606,,,401303,Mumbai,Maharashtra,"105, Akshar CHS, Behind Ram Mandir,, MB Estate, Virar (W),, MUMBAI, MAHARASHTRA, 401303","105, Akshar CHS, Behind Ram Mandir, MB Estate, Virar (W), MUMBAI, MAHARASHTRA, 401303","Jun 04, 2025 - Perpetual",investment-advisers
236,DEEP KANDPAL PROP. RESEARCH INN INVESTMENT ADVISOR,INA000004450,,,my.researchinn@gmail.com,,,,,452001,Indore,Madhya Pradesh,"B-702, 7th FLOOR, METRO TOWER, VIJAY NAGAR, INDORE, MADHYA PRADESH, 452001","TF-01, Shubham Corporate, 27 Patel Nagar, Sapna Sangeeta Road, INDORE, MADHYA PRADESH, 452001","Mar 31, 2016 - Perpetual",investment-advisers
237,DEEPAK KUMAR AGARWAL,INA000017709,,DEEPAK AGARWAL,DEEPAKKRAGARWAL@GMAIL.COM,919830916800,,,,302039,Jaipur,Rajasthan,"70A, DEVDHARA COLONY,, MURLIPURA SCHEME, MURLIPURA, JAIPUR, JAIPUR, RAJASTHAN, 302039","70A, DEVDHARA COLONY, MURLIPURA SCHEME, MURLIPURA, JAIPUR, JAIPUR, RAJASTHAN, 302039","Feb 28, 2023 - Perpetual",investment-advisers
238,DEEPAK KUMAR PANDEY PROPRIETOR ABR VENTURE FINANCIAL SERVICES,INA000005309,,,contact@abrventure.com,,,,,452001,Indore,Madhya Pradesh,"PLOT NO 107, PU4,SCHEME NO 54,VIJAY NAGAR, INDORE, MADHYA PRADESH, 452001","12-B, Swarn Vatika, Vandana Nagar, INDORE, MADHYA PRADESH, 452001","Aug 03, 2016 - Perpetual",investment-advisers
239,Deepak Motwani (Proprietor: Marquee Investment Managers),INA000017347,,Deepak Motwani,deepak@marqueeinvestment.in,918878311101,,,,462039,Bhopal,Madhya Pradesh,"F-16, Maruti Nandan Complex, Sahyog Vihar, Bawadiya Kalan, Near Aura Mall, BHOPAL, MADHYA PRADESH, 462039","F-16, Maruti Nandan Complex, Sahyog Vihar, Bawadiya Kalan, Near Aura Mall, BHOPAL, MADHYA PRADESH, 462039","Nov 16, 2022 - Perpetual",investment-advisers
240,DEEPAK OSTWAL PROPRIETOR OF  CAPITAL WAYS INVESTMENT ADVISER,INA000008862,,DEEPAK OSTWAL,deepakostwal@gmail.com,,,,,453112,Indore,Madhya Pradesh,"236, Hi Link City Chhota Bangarda, INDORE, MADHYA PRADESH, 453112","236, Hi Link City Chhota Bangarda, INDORE, MADHYA PRADESH, 453112","Nov 08, 2017 - Perpetual",investment-advisers
241,DEEPAK PARNAMI,INA100003279,,DEEPAK PARNAMI,dpparnami@yahoo.co.in,00001140533668,00001140533668,,,110019,New Delhi,National Capital Territory Of Delhi,"44, NILGIRI APARTMENTS,, ALAKNANDA KALKAJI, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","44, NILGIRI APARTMENTS, ALAKNANDA KALKAJI, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","Jul 29, 2015 - Perpetual",investment-advisers
242,Deepesh Jain,INA000016384,,Deepesh JAIN,jain.deepesh@icai.org,919892075349,,,,400066,Mumbai,Maharashtra,"203, VIDYA VIHAR CHS, KASTURBA ROAD NO 5,, MUMBAI, MAHARASHTRA, 400066","203, VIDYA VIHAR CHS, KASTURBA ROAD NO 5, MUMBAI, MAHARASHTRA, 400066","Nov 15, 2021 - Perpetual",investment-advisers
243,DEEPESH RAGHAW,INA100002719,,DEEPESH RAGHAW,deepesh.raghaw@gmail.com,00009619746992,00009619746992,,,202001,Aligarh,Uttar Pradesh,"H-5,GYAN SAROVAR COLONY, RAMGHAT ROAD, ALIGARH, ALIGARH, UTTAR PRADESH, 202001","H-5,GYAN SAROVAR COLONY, RAMGHAT ROAD, ALIGARH, ALIGARH, UTTAR PRADESH, 202001","Feb 19, 2015 - Perpetual",investment-advisers
244,Degree 212 Investment Services & IMF Private Limited,INA000016603,,Pravin Budhauliya,pravinbudhauliya@degree212.in,,,,,411046,Pune,Maharashtra,"B 601, Grand View - 7, Near Ashok Leyland,, Ambegaon, Pune, PUNE, MAHARASHTRA, 411046","1st Floor, GV 7 Capital, Grand View 7, S. No. 8/12, Ambegaon BK, Pune, PUNE, MAHARASHTRA, 411046","Jan 31, 2022 - Perpetual",investment-advisers
245,DEV ASHISH,INA100005241,,,d.ashish@gmail.com,,,,,226018,Lucknow,Uttar Pradesh,"ADITYA BHAWAN, AMINABAD, LUCKNOW, UTTAR PRADESH, 226018",,"Jul 27, 2016 - Perpetual",investment-advisers
246,DEVAGNAYA R SHAH,INA000018531,,DEVAGNAYA R SHAH,devagnaya@gmail.com,919428404540,,,,380058,Ahmedabad,Gujarat,"113, FLORIS, SKYCITY, NEAR CLUB O-7, SHELA,, AHMEDABAD, GUJARAT, 380058","113, FLORIS, SKYCITY, NEAR CLUB O-7, SHELA, AHMEDABAD, GUJARAT, 380058","Nov 09, 2023 - Perpetual",investment-advisers
247,DEVENDRA KUMAR BAIRATHI,INA000004039,,DEVENDRA KUMAR BAIRATHI,devendra.bairathi@gmail.com,9820457776,9820457776,,,400060,Mumbai,Maharashtra,"E-1607, OBEROI SPLENDOR, OPP. MAJAS DEPOT, JV LINK ROAD, ANDHERI (EAST), MUMBAI, MAHARASHTRA, 400060","E-1607, OBEROI SPLENDOR, OPP. MAJAS DEPOT, JV LINK ROAD, ANDHERI (EAST), MUMBAI, MAHARASHTRA, 400060","Jan 21, 2016 - Perpetual",investment-advisers
248,DEVENDRA KUMAR CHAUDHARY-Proprietor-TRADE MANIACS INVESTMENT ADVISOR,INA000018601,,DEVENDRA CHAUDHARY,TMANIACS07@GMAIL.COM,0919001899616,0919001899616,,,313001,Udaipur,Rajasthan,"2th Floor 14-A Durga Plaza,, Durga Nursery Road, UDAIPUR, RAJASTHAN, 313001","2th Floor 14-A Durga Plaza, Durga Nursery Road, UDAIPUR, RAJASTHAN, 313001","Nov 28, 2023 - Perpetual",investment-advisers
249,Devendra Tripathi Sole Proprietor Stock Bull Investment Advisory Services,INA000013493,,DEVENDRA TRIPATHI,devendram2fs@gmail.com,,,,,226010,Lucknow,Uttar Pradesh,"10th Floor,Levana Cyber Heights , Vibhuti khand Gomati Nagar LUCKNOW 226010 UTTAR PRADESH LUCKNOW, LUCKNOW, UTTAR PRADESH, 226010","10th Floor,Levana Cyber Heights , Vibhuti khand Gomati Nagar LUCKNOW 226010 UTTAR PRADESH LUCKNOW, LUCKNOW, UTTAR PRADESH, 226010","Jun 13, 2019 - Perpetual",investment-advisers
250,DEVERE GROUP INVESTMENT ADVISORS PVT LTD,INA100002693,,STUART IAN GITSHAM,stuart.gitsham@devere-group.com,1244712257,1244712257,,,122002,Gurgaon,Haryana,"1309 PRAGATI TOWER, 26, RAJENDRA PLACE, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110008","German  Centre, Office No.8, Building, No.9B, Level 12, DLF Cyber City , Phase III, Gurgaon, GURGAON, HARYANA, 122002","Feb 19, 2015 - Perpetual",investment-advisers
251,Devraj Dhagat,INA000017888,,,,,,,,492007,Raipur,Chhattisgarh,"B-56 VIP Estate Shankar Nagar , Khamardih Raipur, RAIPUR, CHHATTISGARH, 492007","B-56 VIP Estate Shankar Nagar , Khamardih Raipur, RAIPUR, CHHATTISGARH, 492007","Apr 24, 2023 - Perpetual",investment-advisers
252,Dezerv Investments Private Limited,INA000022914,,Meetali Gandhi,meetali@dezerv.in,0000000000000000,0000000000000000,,,400051,Mumbai,Maharashtra,"Unit No. 301, Trade Centre, Kanzul Iman Road, Bandra East, MUMBAI, MAHARASHTRA, 400051","Unit No. 301, Trade Centre, Kanzul Iman Road, Bandra East, MUMBAI, MAHARASHTRA, 400051","Jun 25, 2026 - Perpetual",investment-advisers
253,DHANAYUSH CAPITAL SERVICES PRIVATE LIMITED,INA000021021,,KIRAN TELANG,compliance@dhanayushcapital.com,919821543385,919821543385,,,400021,Mumbai,Maharashtra,"63A Proctor Road, Sunder Sadan, 3rd Floor, Mumbai, MUMBAI, MAHARASHTRA, 400004","611 Raheja Centre, Free Press Journal Marg, Nariman Point, MUMBAI, MAHARASHTRA, 400021","Sep 18, 2025 - Perpetual",investment-advisers
254,Dhilip Krishna SS Proprietor of Apta Investment Advisors,INA000019071,,Dhilip Krishna SS,dhilipkrishna@gmail.com,919769497239,,,,600078,Chennai,Tamil Nadu,"Apartment No S2, 2nd Floor, Sri Venkadam, Plot No 889, Munusamy Salai, KK Nagar, CHENNAI, TAMIL NADU, 600078","Apartment No S2, 2nd Floor, Sri Venkadam, Plot No 889, Munusamy Salai, KK Nagar, CHENNAI, TAMIL NADU, 600078","Apr 30, 2024 - Perpetual",investment-advisers
255,Dhruvin Jagdish Bhanushali,INA000019017,,Dhruvin  Bhanushali,dhruvinjb@gmail.com,918767422422,,,,395007,Surat,Gujarat,"524-Homeland and City opp, JH Ambani School,, Udhna Magdalla Road,  Vesu,, SURAT, GUJARAT, 395007","524-Homeland and City opp, JH Ambani School, Udhna Magdalla Road,  Vesu, SURAT, GUJARAT, 395007","Mar 26, 2024 - Perpetual",investment-advisers
256,DIBYAJIT SAHA,INA300005835,,DIBYAJIT SAHA,dibanalysis@gmail.com,8585008483,8585008483,,,700003,Kolkata,West Bengal,"31/1 SANTI GHOSH STREET, KOLKATA, WEST BENGAL, 700003","31/1 Santi Ghosh Street, KOLKATA, WEST BENGAL, 700003","Mar 01, 2017 - Perpetual",investment-advisers
257,DILZER CONSULTANTS PRIVATE LTD,INA200002239,,Dilshad  Billimoria,dilshad@dilzer.net,00008041512337,00008041512337,,,560001,Bangalore,Karnataka,"NO.404, 4th Floor, Embassy Centre, No. 11, Crescent Road, BANGALORE, KARNATAKA, 560001","NO.404, 4th Floor, Embassy Centre, No. 11, Crescent Road, BANGALORE, KARNATAKA, 560001","Sep 19, 2014 - Perpetual",investment-advisers
258,DINESH DA COSTA (PROPRIETOR ZARA INVESTMENT ADVISORY),INA000003395,,MR. DINESH DA COSTA,dineshdacosta@gmail.com,000 00000000,000 00000000,,,403507,Bardez,Goa,"HOUSE NO. 214, MAZALWADDO,, NEAR TO PALLOTTI HOUSE,ASSAGAO, BARDEZ,, GOA, 403507","House No. 214, MazalWaddo, Near to Pallotti House,Assagao, Bardez, GOA, 403507","Aug 25, 2015 - Perpetual",investment-advisers
259,DIPEN DEEPAK DOSHI (SOLE PROPRIETOR OF FOCUS INVESTING),INA000013855,,DIPEN DOSHI,dipendoshi@hotmail.com,,,,,400006,Mumbai,Maharashtra,"108/A Walkeshwar Road, 5 Pushpanjali Bldg, 4th Floor, MUMBAI, MAHARASHTRA, 400006","108/A Walkeshwar Road, 5 Pushpanjali Bldg, 4th Floor, MUMBAI, MAHARASHTRA, 400006","Aug 21, 2019 - Perpetual",investment-advisers
260,DIVERSIFI LABS PRIVATE LIMITED,INA000021711,,JAYESH KUMAR,jayesh@diversifi.in,00919888362128,00919888362128,,,560029,Bangalore,Karnataka,"24, 2nd cross, BDA layout, SY No 52, Tavarekere, BANGALORE, KARNATAKA, 560029","24, 2nd cross, BDA layout, SY No 52, Tavarekere, BANGALORE, KARNATAKA, 560029","Jan 27, 2026 - Perpetual",investment-advisers
261,Dolat Finserv Private Limited,INA000020101,,Viplab Dasgupta,Viplabd@dolatcapital.com,00919870193603,00919870193603,,,400013,Mumbai,Maharashtra,"301-308, Bhagwati House, A-19, Veera Desai Road,, Andheri West, MUMBAI, MAHARASHTRA, 400058","Unit No. 1201, B Wing, 12th Floor, Naman Midtown B wing Premises C. S. Ltd., Senapati Bapat Marg, Elphinstone, Prabhadevi, MUMBAI, MAHARASHTRA, 400013","Apr 19, 2025 - Perpetual",investment-advisers
262,Dr. Aniruddh Sahai,INA000021836,,Aniruddh Sahai,sahai.aniruddh@gmail.com,00918750261888,00918750261888,,,201301,Noida,Uttar Pradesh,"C 12, Sector 52, Noida, Uttar Pradesh, Uttar Pradesh, NOIDA, UTTAR PRADESH, 201301","C 12, Sector 52, Noida, Uttar Pradesh, Uttar Pradesh, NOIDA, UTTAR PRADESH, 201301","Feb 13, 2026 - Perpetual",investment-advisers
